,wl,n,k
655,5.878199999999999e-06,4.8148,10.794
656,5.9067e-06,4.8236,10.849
657,5.9353e-06,4.8326,10.904000000000002
658,5.9641e-06,4.8418,10.959000000000001
659,5.993e-06,4.8513,11.014000000000001
660,6.022e-06,4.8609,11.07
661,6.0512e-06,4.8708,11.126
662,6.0805e-06,4.8809,11.182
663,6.11e-06,4.8912,11.239
664,6.1396e-06,4.9018,11.295
665,6.1692999999999995e-06,4.9125,11.352
666,6.1992e-06,4.9235,11.41
667,6.2292e-06,4.9347,11.467
668,6.2594e-06,4.9461,11.525
669,6.289699999999999e-06,4.9578,11.583
670,6.320199999999999e-06,4.9697,11.642000000000001
671,6.350799999999999e-06,4.9818,11.700999999999999
672,6.381599999999999e-06,4.9942,11.76
673,6.412499999999999e-06,5.0068,11.819
674,6.4436e-06,5.0196,11.878
675,6.474799999999999e-06,5.0327,11.937999999999999
676,6.5062e-06,5.046,11.998
677,6.5377e-06,5.0596,12.058
678,6.569399999999999e-06,5.0734,12.119000000000002
679,6.6012000000000004e-06,5.0874,12.18
680,6.6332e-06,5.1017,12.241
681,6.6652999999999995e-06,5.1163,12.302
682,6.6976e-06,5.1311,12.364
683,6.7301e-06,5.1462,12.425
684,6.7627e-06,5.1615,12.487
685,6.795399999999999e-06,5.177,12.55
686,6.8284e-06,5.1929,12.612
687,6.861399999999999e-06,5.2089,12.675
688,6.8947e-06,5.2253,12.738
689,6.9281e-06,5.2419,12.802
690,6.9617e-06,5.2588,12.865
691,6.9954e-06,5.2759,12.929
692,7.0293e-06,5.2933,12.993
693,7.0633e-06,5.3109,13.057
694,7.0976e-06,5.3289,13.122
695,7.1318999999999994e-06,5.3471,13.187000000000001
696,7.1665e-06,5.3655,13.252
697,7.2012e-06,5.3843,13.317
698,7.2361e-06,5.4033,13.383
699,7.2712e-06,5.4226,13.448
700,7.3064e-06,5.4422,13.514000000000001
701,7.3418e-06,5.462,13.58
702,7.377399999999999e-06,5.4821,13.647
703,7.413099999999999e-06,5.5025,13.714
704,7.448999999999999e-06,5.5232,13.780999999999999
705,7.4851e-06,5.5442,13.847999999999999
706,7.5214e-06,5.5654,13.915
707,7.5578e-06,5.587,13.982999999999999
708,7.5944e-06,5.6088,14.05
709,7.631199999999999e-06,5.6309,14.118
710,7.668199999999999e-06,5.6533,14.187000000000001
711,7.7053e-06,5.6759,14.255
712,7.7427e-06,5.6989,14.324000000000002
713,7.780199999999999e-06,5.7222,14.392999999999999
714,7.8179e-06,5.7457,14.462
715,7.8558e-06,5.7696,14.530999999999999
716,7.893799999999999e-06,5.7937,14.600999999999999
717,7.9321e-06,5.8182,14.671
718,7.9705e-06,5.8429,14.741
719,8.0091e-06,5.8679,14.811
720,8.0479e-06,5.8932,14.880999999999998
721,8.0869e-06,5.9189,14.952
722,8.126099999999998e-06,5.9448,15.023
723,8.1654e-06,5.971,15.094000000000001
724,8.205e-06,5.9976,15.165
725,8.2448e-06,6.0244,15.237
726,8.2847e-06,6.0515,15.308
727,8.324799999999999e-06,6.079,15.38
728,8.365199999999999e-06,6.1067,15.452
729,8.4057e-06,6.1348,15.524000000000001
730,8.446400000000001e-06,6.1632,15.597000000000001
731,8.4873e-06,6.1918,15.669
732,8.5285e-06,6.2208,15.742
733,8.5698e-06,6.2501,15.815
734,8.6113e-06,6.2797,15.889000000000001
735,8.653e-06,6.3096,15.962
736,8.6949e-06,6.3399,16.035999999999998
737,8.7371e-06,6.3704,16.109
738,8.779400000000001e-06,6.4013,16.183
739,8.8219e-06,6.4324,16.258
740,8.864699999999998e-06,6.4639,16.332
741,8.9076e-06,6.4957,16.407
742,8.950799999999999e-06,6.5278,16.480999999999998
743,8.994099999999999e-06,6.5603,16.555999999999997
744,9.037699999999998e-06,6.593,16.631
745,9.0815e-06,6.6261,16.707
746,9.125500000000001e-06,6.6595,16.782
747,9.1697e-06,6.6932,16.858
748,9.2141e-06,6.7273,16.933
749,9.2588e-06,6.7617,17.009
750,9.303599999999998e-06,6.7963,17.086
751,9.348699999999999e-06,6.8314,17.162
752,9.394e-06,6.8667,17.238
753,9.4395e-06,6.9024,17.315
754,9.4853e-06,6.9383,17.392
755,9.5312e-06,6.9747,17.469
756,9.5774e-06,7.0113,17.546
757,9.6238e-06,7.0483,17.623
758,9.6704e-06,7.0856,17.701
759,9.7173e-06,7.1232,17.778
760,9.7643e-06,7.1611,17.855999999999998
761,9.8117e-06,7.1994,17.934
762,9.859199999999999e-06,7.238,18.012
763,9.907e-06,7.277,18.09
764,9.955e-06,7.3162,18.169
765,1.0002999999999999e-05,7.3559,18.247
766,1.0052e-05,7.3958,18.326
767,1.01e-05,7.4361,18.405
768,1.0148999999999999e-05,7.4767,18.484
769,1.0198e-05,7.5176,18.563
770,1.0247999999999999e-05,7.5589,18.642
771,1.0298e-05,7.6005,18.722
772,1.0347000000000001e-05,7.6424,18.801
773,1.0398e-05,7.6847,18.881
774,1.0448e-05,7.7273,18.961
775,1.0499e-05,7.7702,19.041
776,1.0549e-05,7.8135,19.121
777,1.0599999999999998e-05,7.8571,19.201
778,1.0652e-05,7.9011,19.282
779,1.0702999999999999e-05,7.9454,19.362000000000002
780,1.0755e-05,7.99,19.442999999999998
781,1.0807e-05,8.0349,19.524
782,1.086e-05,8.0802,19.605
783,1.0912e-05,8.1259,19.686
784,1.0965e-05,8.1718,19.767
785,1.1017999999999999e-05,8.2182,19.848
786,1.1072e-05,8.2648,19.93
787,1.1125e-05,8.3118,20.011
788,1.1179e-05,8.3591,20.093
789,1.1232999999999999e-05,8.4068,20.175
790,1.1288e-05,8.4548,20.257
791,1.1343e-05,8.5031,20.339000000000002
792,1.1398e-05,8.5518,20.421
793,1.1452999999999999e-05,8.6009,20.503
794,1.1507999999999999e-05,8.6502,20.586
795,1.1564e-05,8.6999,20.668000000000003
796,1.1619999999999999e-05,8.75,20.750999999999998
797,1.1675999999999998e-05,8.8003,20.833000000000002
798,1.1732999999999998e-05,8.8511,20.916
799,1.1789999999999999e-05,8.9021,20.999000000000002
800,1.1847e-05,8.9535,21.081999999999997
801,1.1904000000000002e-05,9.0053,21.165
802,1.1962e-05,9.0573,21.249000000000002
803,1.2019999999999998e-05,9.1098,21.331999999999997
804,1.2077999999999999e-05,9.1625,21.415
805,1.2137e-05,9.2156,21.499000000000002
806,1.2195e-05,9.2691,21.583000000000002
807,1.2255e-05,9.3228,21.666
808,1.2314e-05,9.3769,21.75
809,1.2374e-05,9.4314,21.834
810,1.2434e-05,9.4862,21.918000000000003
811,1.2494000000000001e-05,9.5413,22.002
812,1.2554e-05,9.5968,22.086
813,1.2615e-05,9.6526,22.171
814,1.2675999999999999e-05,9.7088,22.255
815,1.2737999999999999e-05,9.7652,22.34
816,1.2799e-05,9.8221,22.424
817,1.2860999999999998e-05,9.8792,22.509
818,1.2924e-05,9.9367,22.594
819,1.2985999999999999e-05,9.9946,22.678
820,1.3049e-05,10.052999999999999,22.763
821,1.3111999999999999e-05,10.111,22.848000000000003
822,1.3175999999999997e-05,10.17,22.933000000000003
823,1.324e-05,10.229,23.018
824,1.3304e-05,10.289000000000001,23.104
825,1.3368e-05,10.349,23.189
826,1.3433e-05,10.409,23.274
827,1.3497999999999998e-05,10.469000000000001,23.36
828,1.3564e-05,10.53,23.445
829,1.3629000000000001e-05,10.591,23.531
830,1.3695e-05,10.652999999999999,23.616
831,1.3762e-05,10.715,23.701999999999998
832,1.3827999999999999e-05,10.777000000000001,23.788
833,1.3894999999999998e-05,10.839,23.874000000000002
834,1.3962999999999998e-05,10.902000000000001,23.96
835,1.403e-05,10.966,24.046
836,1.4097999999999998e-05,11.029000000000002,24.131999999999998
837,1.4166999999999998e-05,11.093,24.218000000000004
838,1.4234999999999998e-05,11.157,24.304000000000002
839,1.4303999999999999e-05,11.222000000000001,24.39
840,1.4374e-05,11.286,24.476
841,1.4442999999999999e-05,11.352,24.563000000000002
842,1.4513e-05,11.417,24.649
843,1.4582999999999999e-05,11.482999999999999,24.736
844,1.4654e-05,11.549000000000001,24.822
845,1.4724999999999999e-05,11.615,24.909000000000002
846,1.4795999999999999e-05,11.682,24.995
847,1.4867999999999999e-05,11.749,25.081999999999997
848,1.494e-05,11.817,25.169
849,1.5012999999999998e-05,11.885,25.255
850,1.5085e-05,11.953,25.342
851,1.5158e-05,12.020999999999999,25.429000000000002
852,1.5232000000000001e-05,12.09,25.516
853,1.5306e-05,12.159,25.603
854,1.538e-05,12.228,25.69
855,1.5454e-05,12.298,25.776999999999997
856,1.5529e-05,12.368,25.864
857,1.5604000000000002e-05,12.437999999999999,25.951
858,1.568e-05,12.509,26.038
859,1.5755999999999996e-05,12.58,26.125999999999998
860,1.5832e-05,12.651,26.213
861,1.5909e-05,12.722999999999999,26.3
862,1.5986e-05,12.795,26.388
863,1.6064e-05,12.867,26.475
864,1.6140999999999997e-05,12.939,26.561999999999998
865,1.6219999999999997e-05,13.012,26.65
866,1.6298e-05,13.085,26.737
867,1.6377e-05,13.159,26.825
868,1.6456e-05,13.232999999999999,26.912
869,1.6535999999999995e-05,13.307,27.0
870,1.6615999999999998e-05,13.380999999999998,27.088
871,1.6697e-05,13.456,27.175
872,1.6777999999999998e-05,13.530999999999999,27.263
873,1.6859000000000002e-05,13.606,27.351
874,1.6941e-05,13.682,27.439
875,1.7023e-05,13.758,27.526
876,1.7105e-05,13.834000000000001,27.614
877,1.7188e-05,13.91,27.701999999999998
878,1.7271e-05,13.987,27.79
879,1.7355e-05,14.064,27.878
880,1.7439e-05,14.142000000000001,27.965999999999998
881,1.7524e-05,14.22,28.054000000000002
882,1.7607999999999998e-05,14.298,28.142
883,1.7694e-05,14.376,28.23
884,1.778e-05,14.454,28.318
885,1.7865999999999998e-05,14.533,28.406
886,1.7952e-05,14.613,28.494
887,1.8039e-05,14.692,28.581999999999997
888,1.8126999999999998e-05,14.772,28.67
889,1.8214000000000002e-05,14.852,28.759
890,1.8303e-05,14.932,28.846999999999998
891,1.8390999999999997e-05,15.013,28.935
892,1.848e-05,15.094000000000001,29.023000000000003
893,1.857e-05,15.175,29.112
894,1.866e-05,15.257,29.2
895,1.875e-05,15.338,29.288
896,1.8840999999999998e-05,15.421,29.377
897,1.8932e-05,15.503,29.465
898,1.9024e-05,15.585999999999999,29.553
899,1.9115999999999998e-05,15.669,29.642
900,1.9209e-05,15.752,29.73
901,1.9302e-05,15.835,29.819000000000003
902,1.9396e-05,15.919,29.906999999999996
903,1.9489999999999998e-05,16.003,29.996
904,1.9583999999999997e-05,16.087,30.084
905,1.9679000000000003e-05,16.172,30.173000000000002
906,1.9774e-05,16.257,30.261
907,1.987e-05,16.342,30.35
908,1.9965999999999998e-05,16.428,30.439
909,2.0062999999999997e-05,16.512999999999998,30.526999999999997
910,2.016e-05,16.599,30.616
911,2.0257999999999998e-05,16.685,30.705
912,2.0355999999999996e-05,16.772000000000002,30.793000000000003
913,2.0454999999999996e-05,16.859,30.881999999999998
914,2.0554e-05,16.945999999999998,30.971
915,2.0653e-05,17.033,31.06
916,2.0753e-05,17.121,31.148000000000003
917,2.0853999999999997e-05,17.209,31.237
918,2.0955e-05,17.297,31.326
919,2.1055999999999996e-05,17.385,31.415
920,2.1158e-05,17.474,31.504
921,2.1261e-05,17.563,31.593000000000004
922,2.1364e-05,17.652,31.682
923,2.1468000000000002e-05,17.741,31.771
924,2.1572e-05,17.831,31.86
925,2.1675999999999997e-05,17.921,31.949
926,2.1780999999999997e-05,18.011,32.038000000000004
927,2.1886999999999996e-05,18.101,32.126999999999995
928,2.1993e-05,18.192,32.216
929,2.2099e-05,18.283,32.305
930,2.2205999999999997e-05,18.374000000000002,32.394
931,2.2314e-05,18.465999999999998,32.483000000000004
932,2.2421999999999996e-05,18.557000000000002,32.571999999999996
933,2.2530999999999998e-05,18.649,32.662
934,2.264e-05,18.741,32.751
935,2.2749000000000002e-05,18.834,32.84
936,2.2859999999999998e-05,18.926,32.929
937,2.297e-05,19.019000000000002,33.019
938,2.3081999999999997e-05,19.113,33.108000000000004
939,2.3193e-05,19.206,33.196999999999996
940,2.3305999999999997e-05,19.3,33.287
941,2.3419e-05,19.394000000000002,33.376
942,2.3531999999999994e-05,19.488,33.465
943,2.3646e-05,19.582,33.555
944,2.3761e-05,19.677,33.644
945,2.3875999999999996e-05,19.772000000000002,33.734
946,2.3991999999999997e-05,19.867,33.824
947,2.4108e-05,19.962,33.913000000000004
948,2.4225e-05,20.058,34.003
949,2.4342e-05,20.153,34.092
950,2.446e-05,20.249000000000002,34.181999999999995
951,2.4578e-05,20.346,34.272
952,2.4696999999999997e-05,20.442,34.361999999999995
953,2.4816999999999996e-05,20.539,34.451
954,2.4936999999999995e-05,20.636,34.541
955,2.5058000000000003e-05,20.733,34.631
956,2.518e-05,20.831,34.721
957,2.5302e-05,20.928,34.811
958,2.5424e-05,21.026,34.900999999999996
959,2.5546999999999994e-05,21.124000000000002,34.991
960,2.5671e-05,21.223000000000003,35.080999999999996
961,2.5796e-05,21.320999999999998,35.171
962,2.592e-05,21.42,35.260999999999996
963,2.6045999999999998e-05,21.519000000000002,35.351
964,2.6171999999999996e-05,21.618000000000002,35.442
965,2.6298999999999997e-05,21.718000000000004,35.532
966,2.6425999999999997e-05,21.816999999999997,35.622
967,2.6554e-05,21.916999999999998,35.711999999999996
968,2.6683000000000002e-05,22.017,35.803000000000004
969,2.6811999999999997e-05,22.118000000000002,35.893
970,2.6941999999999994e-05,22.218000000000004,35.984
971,2.7073e-05,22.319000000000003,36.074
972,2.7204e-05,22.42,36.165
973,2.7335999999999997e-05,22.521,36.255
974,2.7468000000000002e-05,22.623,36.346
975,2.7601e-05,22.724,36.437
976,2.7734999999999998e-05,22.826,36.528
977,2.7868999999999997e-05,22.928,36.618
978,2.8004e-05,23.031,36.709
979,2.8139999999999998e-05,23.133000000000003,36.8
980,2.8275999999999998e-05,23.236,36.891
981,2.8413e-05,23.339000000000002,36.982
982,2.8550999999999998e-05,23.441999999999997,37.073
983,2.8689e-05,23.545,37.165
984,2.8828000000000002e-05,23.649,37.256
985,2.8968e-05,23.753,37.347
986,2.9108e-05,23.857,37.438
987,2.9249e-05,23.961,37.53
988,2.9390999999999997e-05,24.065,37.621
989,2.9534000000000002e-05,24.17,37.713
990,2.9676999999999997e-05,24.275,37.804
991,2.982e-05,24.38,37.896
992,2.9965e-05,24.485,37.988
993,3.0109999999999998e-05,24.59,38.08
994,3.0256e-05,24.695999999999998,38.172
995,3.0403e-05,24.802,38.263000000000005
996,3.055e-05,24.908,38.355
997,3.0697999999999996e-05,25.014,38.448
998,3.0847e-05,25.121,38.54
999,3.0996e-05,25.226999999999997,38.632
