wl,k
3.0895e+01,8.0147e+01
3.1067e+01,8.0415e+01
3.1239e+01,8.0683e+01
3.1412e+01,8.0952e+01
3.1586e+01,8.1220e+01
3.1761e+01,8.1488e+01
3.1937e+01,8.1757e+01
3.2114e+01,8.2026e+01
3.2292e+01,8.2294e+01
3.2471e+01,8.2563e+01
3.2651e+01,8.2832e+01
3.2832e+01,8.3102e+01
3.3014e+01,8.3371e+01
3.3197e+01,8.3640e+01
3.3381e+01,8.3910e+01
3.3566e+01,8.4179e+01
3.3752e+01,8.4449e+01
3.3939e+01,8.4719e+01
3.4127e+01,8.4989e+01
3.4316e+01,8.5259e+01
3.4506e+01,8.5529e+01
3.4698e+01,8.5799e+01
3.4890e+01,8.6070e+01
3.5083e+01,8.6340e+01
3.5278e+01,8.6611e+01
3.5473e+01,8.6882e+01
3.5670e+01,8.7152e+01
3.5868e+01,8.7423e+01
3.6066e+01,8.7694e+01
3.6266e+01,8.7966e+01
3.6467e+01,8.8237e+01
3.6669e+01,8.8508e+01
3.6873e+01,8.8780e+01
3.7077e+01,8.9051e+01
3.7282e+01,8.9323e+01
3.7489e+01,8.9595e+01
3.7697e+01,8.9867e+01
3.7906e+01,9.0139e+01
3.8116e+01,9.0411e+01
3.8327e+01,9.0683e+01
3.8540e+01,9.0956e+01
3.8753e+01,9.1228e+01
3.8968e+01,9.1501e+01
3.9184e+01,9.1773e+01
3.9401e+01,9.2046e+01
3.9619e+01,9.2319e+01
3.9839e+01,9.2592e+01
4.0060e+01,9.2866e+01
4.0282e+01,9.3139e+01
4.0505e+01,9.3412e+01
4.0730e+01,9.3686e+01
4.0955e+01,9.3960e+01
4.1182e+01,9.4234e+01
4.1411e+01,9.4508e+01
4.1640e+01,9.4782e+01
4.1871e+01,9.5056e+01
4.2103e+01,9.5331e+01
4.2336e+01,9.5605e+01
4.2571e+01,9.5880e+01
4.2807e+01,9.6155e+01
4.3044e+01,9.6430e+01
4.3283e+01,9.6705e+01
4.3523e+01,9.6980e+01
4.3764e+01,9.7256e+01
4.4006e+01,9.7532e+01
4.4250e+01,9.7807e+01
4.4495e+01,9.8083e+01
4.4742e+01,9.8360e+01
4.4990e+01,9.8636e+01
4.5239e+01,9.8912e+01
4.5490e+01,9.9189e+01
4.5742e+01,9.9466e+01
4.5996e+01,9.9743e+01
4.6251e+01,1.0002e+02
4.6507e+01,1.0030e+02
4.6765e+01,1.0058e+02
4.7024e+01,1.0085e+02
4.7285e+01,1.0113e+02
4.7547e+01,1.0141e+02
4.7810e+01,1.0169e+02
4.8075e+01,1.0197e+02
4.8342e+01,1.0224e+02
4.8610e+01,1.0252e+02
4.8879e+01,1.0280e+02
4.9150e+01,1.0308e+02
4.9422e+01,1.0336e+02
4.9696e+01,1.0364e+02
4.9972e+01,1.0392e+02
5.0249e+01,1.0420e+02
5.0527e+01,1.0448e+02
5.0807e+01,1.0476e+02
5.1089e+01,1.0504e+02
5.1372e+01,1.0533e+02
5.1657e+01,1.0561e+02
5.1943e+01,1.0589e+02
5.2231e+01,1.0617e+02
5.2520e+01,1.0645e+02
5.2811e+01,1.0674e+02
5.3104e+01,1.0702e+02
5.3398e+01,1.0730e+02
5.3694e+01,1.0759e+02
5.3992e+01,1.0787e+02
5.4291e+01,1.0815e+02
5.4592e+01,1.0844e+02
5.4894e+01,1.0872e+02
5.5199e+01,1.0901e+02
5.5505e+01,1.0929e+02
5.5812e+01,1.0958e+02
5.6122e+01,1.0986e+02
5.6433e+01,1.1015e+02
5.6745e+01,1.1044e+02
5.7060e+01,1.1072e+02
5.7376e+01,1.1101e+02
5.7694e+01,1.1130e+02
5.8014e+01,1.1158e+02
5.8335e+01,1.1187e+02
5.8659e+01,1.1216e+02
5.8984e+01,1.1245e+02
5.9311e+01,1.1274e+02
5.9639e+01,1.1303e+02
5.9970e+01,1.1332e+02
6.0302e+01,1.1361e+02
6.0637e+01,1.1390e+02
6.0973e+01,1.1419e+02
6.1311e+01,1.1448e+02
6.1650e+01,1.1477e+02
6.1992e+01,1.1506e+02
