wl,k
1.5680e+01,2.6038e+01
1.5756e+01,2.6126e+01
1.5832e+01,2.6213e+01
1.5909e+01,2.6300e+01
1.5986e+01,2.6388e+01
1.6064e+01,2.6475e+01
1.6141e+01,2.6562e+01
1.6220e+01,2.6650e+01
1.6298e+01,2.6737e+01
1.6377e+01,2.6825e+01
1.6456e+01,2.6912e+01
1.6536e+01,2.7000e+01
1.6616e+01,2.7088e+01
1.6697e+01,2.7175e+01
1.6778e+01,2.7263e+01
1.6859e+01,2.7351e+01
1.6941e+01,2.7439e+01
1.7023e+01,2.7526e+01
1.7105e+01,2.7614e+01
1.7188e+01,2.7702e+01
1.7271e+01,2.7790e+01
1.7355e+01,2.7878e+01
1.7439e+01,2.7966e+01
1.7524e+01,2.8054e+01
1.7608e+01,2.8142e+01
1.7694e+01,2.8230e+01
1.7780e+01,2.8318e+01
1.7866e+01,2.8406e+01
1.7952e+01,2.8494e+01
1.8039e+01,2.8582e+01
1.8127e+01,2.8670e+01
1.8214e+01,2.8759e+01
1.8303e+01,2.8847e+01
1.8391e+01,2.8935e+01
1.8480e+01,2.9023e+01
1.8570e+01,2.9112e+01
1.8660e+01,2.9200e+01
1.8750e+01,2.9288e+01
1.8841e+01,2.9377e+01
1.8932e+01,2.9465e+01
1.9024e+01,2.9553e+01
1.9116e+01,2.9642e+01
1.9209e+01,2.9730e+01
1.9302e+01,2.9819e+01
1.9396e+01,2.9907e+01
1.9490e+01,2.9996e+01
1.9584e+01,3.0084e+01
1.9679e+01,3.0173e+01
1.9774e+01,3.0261e+01
1.9870e+01,3.0350e+01
1.9966e+01,3.0439e+01
2.0063e+01,3.0527e+01
2.0160e+01,3.0616e+01
2.0258e+01,3.0705e+01
2.0356e+01,3.0793e+01
2.0455e+01,3.0882e+01
2.0554e+01,3.0971e+01
2.0653e+01,3.1060e+01
2.0753e+01,3.1148e+01
2.0854e+01,3.1237e+01
2.0955e+01,3.1326e+01
2.1056e+01,3.1415e+01
2.1158e+01,3.1504e+01
2.1261e+01,3.1593e+01
2.1364e+01,3.1682e+01
2.1468e+01,3.1771e+01
2.1572e+01,3.1860e+01
2.1676e+01,3.1949e+01
2.1781e+01,3.2038e+01
2.1887e+01,3.2127e+01
2.1993e+01,3.2216e+01
2.2099e+01,3.2305e+01
2.2206e+01,3.2394e+01
2.2314e+01,3.2483e+01
2.2422e+01,3.2572e+01
2.2531e+01,3.2662e+01
2.2640e+01,3.2751e+01
2.2749e+01,3.2840e+01
2.2860e+01,3.2929e+01
2.2970e+01,3.3019e+01
2.3082e+01,3.3108e+01
2.3193e+01,3.3197e+01
2.3306e+01,3.3287e+01
2.3419e+01,3.3376e+01
2.3532e+01,3.3465e+01
2.3646e+01,3.3555e+01
2.3761e+01,3.3644e+01
2.3876e+01,3.3734e+01
2.3992e+01,3.3824e+01
2.4108e+01,3.3913e+01
2.4225e+01,3.4003e+01
2.4342e+01,3.4092e+01
2.4460e+01,3.4182e+01
2.4578e+01,3.4272e+01
2.4697e+01,3.4362e+01
2.4817e+01,3.4451e+01
2.4937e+01,3.4541e+01
2.5058e+01,3.4631e+01
2.5180e+01,3.4721e+01
2.5302e+01,3.4811e+01
2.5424e+01,3.4901e+01
2.5547e+01,3.4991e+01
2.5671e+01,3.5081e+01
2.5796e+01,3.5171e+01
2.5920e+01,3.5261e+01
2.6046e+01,3.5351e+01
2.6172e+01,3.5442e+01
2.6299e+01,3.5532e+01
2.6426e+01,3.5622e+01
2.6554e+01,3.5712e+01
2.6683e+01,3.5803e+01
2.6812e+01,3.5893e+01
2.6942e+01,3.5984e+01
2.7073e+01,3.6074e+01
2.7204e+01,3.6165e+01
2.7336e+01,3.6255e+01
2.7468e+01,3.6346e+01
2.7601e+01,3.6437e+01
2.7735e+01,3.6528e+01
2.7869e+01,3.6618e+01
2.8004e+01,3.6709e+01
2.8140e+01,3.6800e+01
2.8276e+01,3.6891e+01
2.8413e+01,3.6982e+01
2.8551e+01,3.7073e+01
2.8689e+01,3.7165e+01
2.8828e+01,3.7256e+01
2.8968e+01,3.7347e+01
2.9108e+01,3.7438e+01
2.9249e+01,3.7530e+01
2.9391e+01,3.7621e+01
2.9534e+01,3.7713e+01
2.9677e+01,3.7804e+01
2.9820e+01,3.7896e+01
2.9965e+01,3.7988e+01
3.0110e+01,3.8080e+01
3.0256e+01,3.8172e+01
3.0403e+01,3.8263e+01
3.0550e+01,3.8355e+01
3.0698e+01,3.8448e+01
3.0847e+01,3.8540e+01
3.0996e+01,3.8632e+01
